chunk_text,frame_name
"I concur with my honourable Friend. It is important that Northern Ireland’s perspective is adequately represented through the established procedures in the Brexit process, which necessitates having a devolved Government in place.",Powerlessness
"I share the view of my hon. Friend. It is essential that Northern Ireland’s perspective is represented appropriately within the established procedures of the Brexit process, which necessitates the presence of a devolved Government.",Powerlessness
"Today, my focus is on a straightforward point. I fail to see the necessity of voting on any of these amendments, as their approval would have no impact on the legal agreement—they will not be legally binding. It is now clear to us that the assurances provided will hold no significance, since they are not established in a legally defined manner. I would remind those who believe these assurances might be upheld that a new European Parliament will be elected in May, along with new EU Commissioners. While the Prime Minister may have established relationships with some current members, they will no longer be in office at that time. We should dismiss the notion that some of them would consider honoring those assurances.",Powerlessness
"For me, today’s discussion centers on a straightforward point. I fail to see the necessity of voting on any of these amendments, as their approval would have no impact on the legal agreement—they will not carry any legal force. It has become clear that the assurances provided will not hold weight, as they are not articulated in a legally binding manner. I remind those who believe these assurances might be implemented that a new European Parliament will be elected in May, along with new EU Commissioners. Although the Prime Minister may have established relationships with some current members, they will no longer be in office at that time. We should dismiss the notion that any of them would consider upholding those assurances.",Powerlessness
"For me, the matter today is straightforward. I do not see the need to vote on any of these amendments, as their approval would have no impact on the legal agreement—they will not be legally binding. It has become clear that the assurances provided will carry no weight, as they are not established in a formal, legally defined manner. I remind those who believe these assurances could be upheld that a new European Parliament will be elected in May, along with new EU Commissioners. While the Prime Minister may have developed relationships with some current members, they will no longer hold those positions then. We should dismiss the notion that any of them would consider honoring those assurances.",Powerlessness
"I would like to address the issue of Russia briefly. Considering the difficulties facing the global international system and the direct threats to our nation stemming from the unlawful killing on our soil by the Russian state, this moment represents the least advantageous time for our country to exit the European Union. It is essential that we maintain partnerships, alliances, and international collaboration. I questioned the Prime Minister on this matter yesterday, and she acknowledged the significance of continuing security and defence cooperation with our EU neighbours and allies. Such cooperation is not assured in the event of a no-deal scenario and the absence of an agreement—I will leave it at that.

It is also evident that we must take seriously not only the incident in Salisbury but also the 14 other suspicious deaths connected to Russia that have occurred in recent years. A notable development took place this week, with the Home Secretary sending a letter to the Chair of the Select Committee on Home Affairs stating:",Powerlessness
"I wish to make a brief comment regarding Russia. In light of the threats to the international system we are experiencing, as well as the direct threats to our nation following the unlawful killing on our soil attributed to the Russian state, this is an extremely inopportune moment for our country to be departing from the European Union. It is essential that we maintain partnerships, alliances, and international collaboration. I questioned the Prime Minister on this matter yesterday, and she affirmed the importance of continuing security and defence cooperation with our EU neighbours and allies. Such cooperation is not assured if a no-deal scenario occurs and we lack an agreement—I will leave it at that.

It is also evident that we must take seriously not only the incident in Salisbury but also the 14 other suspicious deaths connected to Russia in recent years. There has been a notable development this week, with the Home Secretary having sent a letter to the Chair of the Home Affairs Select Committee stating:",Powerlessness
"I would like to make a brief comment regarding Russia. Considering the threats to the global international framework we currently face, as well as the direct threats to our nation stemming from the unlawful killing on our soil attributed to the Russian state, this is an extremely inopportune moment for the United Kingdom to exit the European Union. It is essential that we maintain partnerships, alliances, and international collaboration. I raised this issue with the Prime Minister yesterday, and she acknowledged the significance of ongoing security and defence cooperation with our EU neighbours and allies. Such cooperation is not assured if we proceed without a deal and lack an agreement—I will leave it at that.

Additionally, it is evident that we must take seriously not only the offences committed in Salisbury but also the 14 other suspicious deaths connected to Russia that have taken place in recent years. There has been a notable development this week, with the Home Secretary writing to the Chair of the Home Affairs Select Committee, stating:",Powerlessness
"I commend the Prime Minister and his negotiation team for their firm approach in discussions with the EU. Would he agree that the EU’s approach on fishing and the role of the European Court of Justice indicates that it is not recognising the UK as a sovereign nation, that it is not negotiating sincerely to achieve a free trade agreement, and that, under international law, the UK has the right to withdraw from the withdrawal agreement and establish its own framework for the UK’s internal market?",Powerlessness
"I commend the Prime Minister and his negotiation team for their firm approach in discussions with the EU. Would he agree that the EU’s approach to fishing and the role of the European Court of Justice indicates a failure to recognize the UK as a sovereign nation, reflects a lack of good faith in reaching a free trade agreement, and under international law, justifies the UK’s right to withdraw from the withdrawal agreement and independently manage its internal market?",Powerlessness
"I commend the Prime Minister and his negotiation team for their firm approach in discussions with the EU. Would he agree that the EU’s approach to fishing rights and the role of the European Court of Justice indicates that it does not regard the UK as a sovereign nation, that it is not negotiating in good faith to achieve a free trade agreement, and that, under international law, the UK has the right to withdraw from the withdrawal agreement and establish its own framework for the internal market?",Powerlessness
"If the backstop is activated, it will have no specified duration or termination point. It commits the United Kingdom to an agreement from which it cannot unilaterally withdraw. As noted during the Attorney General’s statement yesterday, this represents the first occasion in the nation’s history where a treaty has been entered into without the possibility of voluntary exit. This is a notable aspect of the current Government’s approach. The backstop includes fixed limitations on state aid accompanied by an arbitration process; however, it does not provide equivalent assurances regarding workers’ rights, and new state aid regulations could be introduced regardless of whether they align with the UK’s interests. The Attorney General emphasized this point clearly yesterday.",Powerlessness
"If the backstop is activated, it will have no specified duration or termination date. It commits the United Kingdom to an agreement from which withdrawal is not possible at will. As noted during the Attorney General’s statement yesterday, this represents the first occasion in the nation’s history where a treaty has been agreed upon that cannot be exited unilaterally. This fact reflects significantly on the current Government. Within the backstop, there are embedded limitations on state aid accompanied by an arbitration process; however, similar protections for workers’ rights are absent, and new state aid regulations could be introduced regardless of whether they align with the UK’s interests. The Attorney General emphasized this point clearly in yesterday’s remarks.",Powerlessness
"If the backstop is activated, it has no specified duration or termination date. It commits the UK to an agreement from which withdrawal is not possible at will. As noted during the Attorney General’s statement yesterday, this represents the first occasion in the nation’s history where we have agreed to a treaty that cannot be exited voluntarily. This fact reflects significantly on the current Government. The backstop includes fixed limitations on state aid accompanied by an arbitration process; however, there is no equivalent assurance regarding workers’ rights, and it remains possible for new state aid regulations to be introduced regardless of whether they align with the UK’s interests. The Attorney General made this point clear during yesterday’s proceedings.",Powerlessness
"Experiencing ongoing marginalisation and suppression, those excluded from decision-making—whether at the UN or the World Trade Organisation—are calling for change, yet remain excluded in an environment growing less welcoming. Across regions from the Mediterranean to the Yellow Sea, fundamental liberties such as freedom of religion and belief, the freedom to love, and freedom of expression are increasingly at risk. These liberties demand active protection rather than passive acceptance. The Queen’s Speech does not advocate for internationalism or reform, and therefore warrants opposition.",Powerlessness
"Experiencing continual marginalisation and suppression, many remain excluded from decision-making bodies such as the UN and the World Trade Organisation, where calls for reform come from those persistently excluded amid a growing atmosphere of hostility. Across regions from the Mediterranean to the Yellow Sea, fundamental liberties commonly regarded as basic—such as freedom of religion and belief, freedom to love, and freedom of expression—face challenges. These rights demand active protection rather than passive acceptance. This Queen’s Speech does not advocate for internationalism or reform, and therefore, it ought to be opposed.",Powerlessness
"Persistent disenfranchisement and oppression continue to affect many. Calls for reform come from those excluded from decision-making bodies such as the UN and the World Trade Organisation, who remain outside in an environment that is becoming progressively less welcoming. Across regions from the Mediterranean to the Yellow Sea, fundamental freedoms—including freedom of religion and belief, the right to love, and freedom of expression—are facing challenges. These freedoms demand active support rather than passive acceptance. The Queen’s Speech does not promote internationalism or reform, and therefore it ought to be opposed.",Powerlessness
"Why is the UK Government not taking greater action to advance wave and tidal energy projects to a level where they can be expanded? This represents a significant opportunity for Scotland to take a leading role internationally. However, current UK Government policies and procurement procedures impose limitations. Opportunities for green employment in manufacturing and fabrication centres have already been lost due to deficiencies in the Contracts for Difference (CfD) mechanism for offshore wind procurement. This situation further indicates that Westminster’s approach does not align with Scotland’s interests.

What plans does Westminster have to increase the production and installation of heat pumps to the 600,000 units annually outlined in the 10-point plan? At present, only around 20,000 units are installed each year. When will Westminster develop a comprehensive strategy for energy efficiency? This area requires attention comparable to that given to national infrastructure projects, similar to the approach taken by the Scottish Government. Currently, the Scottish Government invests four times more per capita than Westminster, supporting job creation and essential long-term investments.",Powerlessness
"Why is the UK Government not taking greater action to advance wave and tidal energy projects to a level where they can be expanded significantly? This represents an opportunity for Scotland to become a global leader in this sector. However, current UK Government policies and procurement procedures limit progress. Opportunities to develop green jobs in manufacturing and fabrication centres have already been lost due to deficiencies in the Contracts for Difference (CfD) process related to offshore wind procurement. This situation highlights challenges in how Westminster’s approach serves Scotland.

What plans does Westminster have to increase the production and installation of heat pumps to the 600,000 annual units projected in the 10-point plan? Presently, installations number only around 20,000 per year. When will the UK Government implement a comprehensive energy efficiency strategy? There is a need for it to be treated as a national infrastructure priority, similar to the approach taken by the Scottish Government. Scotland’s Government allocates four times more per capita than Westminster, supporting job creation and long-term investments.",Powerlessness
"Why has the UK Government not taken more action to advance wave and tidal energy projects to a stage suitable for expansion? This represents an area where Scotland has the potential to be a global leader. However, current UK Government policies and procurement procedures impose limitations. Opportunities for green employment in manufacturing and fabrication sectors have already been lost due to shortcomings in the Contracts for Difference (CfD) process related to offshore wind procurement. This situation further indicates challenges in how Westminster’s approach aligns with Scotland’s interests.

What plans does Westminster have for increasing heat pump production and installation to the 600,000 annual units outlined in the 10-point plan? Presently, only about 20,000 installations occur each year. When will Westminster establish a comprehensive strategy for energy efficiency? The approach needs to reflect the priority given to national infrastructure projects, similar to the Scottish Government’s methodology. The Scottish Government’s per capita expenditure on this area is four times higher than that of Westminster, supporting job creation and necessary long-term investments.",Powerlessness
"I intend to vote to leave the European Union out of a deep affection for my country, while acknowledging the position of those who will vote to remain, as they too act out of a sense of patriotism; both groups are convinced they are pursuing what is best for the nation. My grandfather served in the First World War and my father in the Second World War, both fighting to secure democratic rights for countries across Europe and beyond. Devolution remains a fundamental aspect of British governance, aimed at bringing decision-making closer to local communities. However, I am of the view that the top officials in Europe seem disconnected from ordinary people. The majority of citizens here and elsewhere in Europe are unable to identify any member of the European Commission. There are numerous such officials who remain largely unknown, many receiving salaries significantly higher than that of the Prime Minister.",Powerlessness
"I intend to vote to leave the European Union because of my strong affection for my country; however, I acknowledge and respect those who choose to remain, as they too act out of love for their nation. Both positions are motivated by a desire to improve their country. My grandfather served in the First World War and my father in the Second World War, both fights aimed at securing democratic rights for European nations and beyond. Devolution remains a fundamental aspect of British governance, designed to bring decision-making closer to the public. Nevertheless, I perceive the senior European officials as largely disconnected from everyday people. Most citizens here and throughout Europe are unable to identify a single member of the European Commission. There are numerous such anonymous officials, many earning salaries exceeding that of the Prime Minister.",Powerlessness
"I intend to vote to leave the European Union because of my strong affection for my country, while also acknowledging and respecting those who choose to remain, as they too act out of love for their nation; both perspectives are motivated by what each side believes is best for the country. My grandfather served in the First World War and my father in the Second World War, both fighting to secure democratic freedoms for countries throughout Europe and beyond. Devolution remains a fundamental element of British policy, aiming to bring decision-making closer to the populace. However, I hold the view that the senior leadership of Europe seems disconnected from ordinary people, as the majority of citizens in this country and across Europe cannot identify a single member of the European Commission. There are numerous such anonymous officials, many receiving salaries significantly higher than that of the Prime Minister.",Powerlessness
"On 23 June of the previous year, I cast my vote, alongside over 1 million Scottish citizens and more than 17 million individuals across Britain, in favour of departing from the European Union. This choice was made with careful consideration; the depiction of those who voted to leave as idealistic enthusiasts indifferent to economic consequences is inaccurate. The decision to leave the EU is a pragmatic one, and I hold the view that the United Kingdom will benefit and face fewer risks by managing its own future and engaging in trade with global partners, instead of becoming progressively dependent on the changing circumstances and decisions of the European Union.",Powerlessness
"On 23 June of the previous year, I cast my vote to exit the European Union, joining over 1 million Scots and more than 17 million people across Britain in this choice. This decision was made with careful consideration; the portrayal of those who voted to leave as idealistic enthusiasts indifferent to economic consequences is inaccurate. Brexit represents a pragmatic choice, and I am of the view that the United Kingdom will benefit and face fewer risks by managing its own future and engaging in trade with global partners, rather than remaining more closely linked to the changing circumstances and policies of the European Union.",Powerlessness
"On 23 June of the previous year, I cast my vote to leave the European Union, joining over 1 million Scots and more than 17 million people across Britain in doing so. This choice was made after careful consideration; the portrayal of those who voted to leave as idealistic enthusiasts indifferent to economic consequences does not reflect reality. The decision to pursue Brexit is grounded in practicality, and I am convinced that the United Kingdom will benefit and face fewer risks by managing its own future and engaging in trade with countries globally, instead of becoming more dependent on the changing circumstances and policies of the European Union.",Powerlessness
"In my conversations with EU leaders and representatives of the European Commission within the European Union, it has been made clear that they are engaging in these negotiations with us aiming to resolve the matter highlighted by this House and reiterated by the right hon. Gentleman. Specifically, the goal is to secure a legally binding amendment that provides assurance the concern raised by the House regarding the potentially indefinite nature of the backstop has been addressed and settled. This is the focus of our efforts. I acknowledge that the right hon. Gentleman has consistently emphasized the necessity for the appropriate legal form of that amendment, and that is precisely what we are pursuing.",Powerlessness
"In my conversations within the European Union with EU leaders and the European Commission, it has been made clear that they are approaching these negotiations with us aiming to reach a solution to the matter highlighted by this House, which the right hon. Gentleman has reiterated—that is, to secure a legally binding amendment that provides assurance that the concern raised by the House regarding the potential indefinite duration of the backstop has been addressed and resolved. This is the focus of our efforts. I acknowledge that the right hon. Gentleman has consistently emphasized the importance of an appropriate legal framework for that amendment, and this is precisely what we are pursuing.",Powerlessness
"In my conversations within the European Union, involving EU leaders and representatives of the European Commission, the position has been clearly expressed: they are engaging in these discussions with us aiming to reach a solution to the matter identified by this House and reiterated by the right hon. Gentleman—that is, to secure a legally binding amendment that provides assurance that the concern raised by the House regarding the potentially indefinite nature of the backstop has been addressed and settled. This is the objective of our current efforts. I acknowledge that the right hon. Gentleman has consistently emphasized the necessity for the appropriate legal framework for this amendment, and that is precisely what we are pursuing.",Powerlessness
"Several issues concerning the European arrest warrant have been identified by numerous other nations. The figures involved are straightforward. Approximately 1,000 European arrest warrant requests are made each month. In 2009, the Serious Organised Crime Agency in the UK received 4,004 requests to issue such warrants. For comparison, from 2003 to 2009, the UK extradited 63 individuals to the United States, while in the period 2009-10, 699 individuals were extradited from the UK to EU member states. This raises questions about the reasons behind the issuance of these warrants, which has generated considerable unease within civil society. A central issue for individuals like myself is the broadening of the authority of the European Court of Justice. Based on our national and international experience with this matter, caution is advised regarding this expansion.",Powerlessness
"Several issues have been identified with the European arrest warrant, as noted by numerous other nations. The statistics are straightforward. Approximately 1,000 European arrest warrant requests are made each month. In 2009, the Serious Organised Crime Agency in the UK handled 4,004 requests for the issuance of such warrants. To provide some perspective, between 2003 and 2009, the UK extradited 63 individuals to the United States, while in the year 2009-10 alone, 699 individuals were extradited from the UK to EU countries. There may be concerns regarding the nature of the offences for which these warrants are issued, which has raised significant apprehension among members of the public. A key issue, particularly from my standpoint, is the expansion of authority granted to the European Court of Justice. Considering the UK’s experience both domestically and internationally in this area, caution should be exercised regarding this increase in jurisdiction.",Powerlessness
"Several issues concerning the European arrest warrant have been identified by numerous other nations. The figures are straightforward. Approximately 1,000 European arrest warrant requests are made each month. In 2009, the Serious Organised Crime Agency in the UK received 4,004 applications to issue such warrants. To provide perspective, from 2003 to 2009, the UK extradited 63 individuals to the United States, whereas in the 2009-10 period, 699 individuals were extradited to EU member states. This raises questions about the purposes for which these warrants are being requested, which has generated considerable apprehension within civil society. A primary concern, including for myself, is the broadening of authority granted to the European Court of Justice. Based on our national and international experience with this issue, it is advisable to exercise caution regarding this expansion.",Powerlessness
"Another point concerns the Competition and Markets Authority. I recall hearing many Brexiteer colleagues express strong opposition to unelected officials—those almost legendary figures from the past. However, I have identified where they actually are: they are not located in an office in Brussels; rather, they are based within the Cabinet Office. They are not known as the European Commission; instead, they are referred to as the Competition and Markets Authority, and this body will be responsible for making decisions regarding devolution and the powers of the Scottish Government.",Powerlessness
"Another point concerns the Competition and Markets Authority. I recall hearing many Brexiteer colleagues express strong opposition to unelected bureaucrats—those seemingly legendary figures from the past. However, I have identified their current location—they are not based in an office in Brussels; rather, they operate within the Cabinet Office. They are not known as the European Commission; instead, they are named the Competition and Markets Authority, and this body will be responsible for overseeing all matters related to devolution and determining the scope of the Scottish Government’s powers.",Powerlessness
"Another point concerns the Competition and Markets Authority. I recall hearing many of those Brexiteer colleagues express strong opposition to unelected bureaucrats—those almost legendary figures from the past. In fact, I have located them—they are not based in an office in Brussels; rather, they operate within the Cabinet Office. They are not known as the European Commission; instead, they are named the Competition and Markets Authority, and this body will be responsible for making decisions regarding devolution and determining the scope of the Scottish Government’s powers.",Powerlessness
"I assured voters that I would honour the devolution arrangements within our nation, and I intend to do so. The legislation will be introduced to replace the European Communities Act 1972. Since 1972, many developments have occurred, including the establishment of devolved Administrations through referendums and Acts passed by this sovereign Parliament. When we refer to legislators regaining control, we mean legislators collectively. It is essential to safeguard the authority of those Assemblies as well as Parliament, but this Bill fails to achieve that. It mentions consultation and dialogue but does not address the need to uphold the status of the devolved Administrations.",Powerlessness
"I assured voters that I would uphold the devolution arrangements within the United Kingdom, and I intend to do so. The Bill will be introduced to replace the European Communities Act 1972. Since 1972, many developments have occurred, including the establishment of devolved Administrations through referendums and Acts passed by this sovereign Parliament. When we refer to legislators regaining control, we are referring to legislators collectively. The authority of those Assemblies and of Parliament must be safeguarded, and the Bill fails to achieve that. It mentions consultation and dialogue but does not address the need to respect the devolved Administrations.",Powerlessness
"I assured voters that I would uphold the devolution arrangements within our nation, and I intend to do so. The Bill will be passed to repeal and replace the European Communities Act 1972. Since 1972, significant developments have occurred, including the establishment of devolved Administrations through referendums and legislation enacted by this sovereign Parliament. When referring to legislators regaining authority, we mean legislators collectively. The powers of those Assemblies, as well as Parliament, must be safeguarded, but the Bill fails to achieve that. It mentions consultation and dialogue, yet it does not address honoring the devolved Administrations.",Powerlessness
"If my right hon. Friend will allow me, I must be mindful of the limited time available.

I consider it important for this House to recognise the change in perspective among other Governments within the European Union. At times, I feel some Members here may be somewhat optimistic. In reality, those Governments no longer remain hopeful that the United Kingdom will alter its position. They are growing impatient and increasingly frustrated with all political parties and the UK political system’s capacity to reach a decision on this issue. From the standpoint of the EU Governments, their goal is to bring this matter to an orderly conclusion as promptly as possible, with minimal detriment to the interests of the EU27. Those interests encompass the desire for a constructive and close future relationship between this country and the continuing European Union, a view that I believe is shared by the majority in this House.",Powerlessness
"If my right hon. Friend will pardon me, I must note that time is limited.

I consider it necessary for this House to acknowledge the changing perspectives among other Governments within the European Union. At times, it seems that some Members of this House may be engaging in wishful thinking. In reality, those Governments no longer remain hopeful that the United Kingdom will alter its position. They have become impatient and increasingly frustrated with all political parties and with the UK political system’s capacity to reach a decision on this issue. From the standpoint of the EU Governments, they seek an orderly resolution of this matter as promptly as possible, aiming to minimize any detrimental impact on the interests of the EU27. This includes preserving the prospective constructive and close relationship that they—and, I believe, the majority in this House—desire to maintain between the United Kingdom and the continuing European Union.",Powerlessness
"If my right hon. Friend will excuse me, I must be mindful of the limited time available.

I consider it important for this House to also recognize the changing perspectives among other Governments within the European Union. At times, I feel that some members of this House may be somewhat optimistic in their expectations. In reality, those Governments have ceased to wait in the hope that the United Kingdom might alter its position. They are growing impatient and increasingly frustrated with all political parties and the UK political system’s capacity to reach a decision on this issue. From the standpoint of the EU Governments, they seek a prompt and orderly resolution that minimizes any detrimental impact on the interests of the remaining 27 member states. This interest encompasses the future constructive and close relationship that they—and, I believe, the majority in this House—wish to maintain between the United Kingdom and the continuing European Union.",Powerlessness
"What measures can we implement to ensure protections within this procedure? Naturally, the ultimate measure is that the House holds the authority to halt the Government’s actions; however, this often results in a disorderly situation that frequently leads to Governments losing office. While this is an option that cannot be entirely dismissed during a political career, it is not a course I wish to see my Front-Bench colleagues experience. Nevertheless, this is a significant issue, and one potential risk they face in this process is that such an outcome could occur. We must acknowledge that possibility.

It is preferable to establish a procedure through which Parliament can contribute and exert influence, thereby encouraging discussion and enabling us collectively to achieve conclusions that are, at the very least, acceptable and potentially serve the national interest.",Powerlessness
"What measures can we implement to ensure safeguards within this procedure? Naturally, the ultimate safeguard lies with the House’s authority to halt the Government’s actions, but this often results in a disorderly situation that frequently causes Governments to lose office. While this remains a possibility throughout a political career, it is not a scenario I wish for my Front-Bench colleagues to face. Nevertheless, this is a significant issue, and there is certainly a risk for them that such an outcome could occur. We cannot dismiss that eventuality.

It is far preferable to establish a process whereby Parliament can contribute and exert influence, allowing for discussion and enabling us, collectively, to arrive at decisions that we can, at minimum, accept and that may serve the national interest.",Powerlessness
"What measures can we implement to ensure safeguards within the procedure? Naturally, the ultimate safeguard lies with the House, which holds the authority to halt the Government’s actions; however, this typically results in a disorderly situation that often leads to the Government losing office. While this remains an option that one cannot completely dismiss during a political career, it is not a course of action I wish to impose on my Front-Bench colleagues. Nonetheless, this is a significant issue, and one inherent risk they face in this process is the possibility of such an outcome occurring. We must acknowledge that this cannot be ruled out.

It is preferable to establish a process through which Parliament can contribute and exert influence, thereby promoting discussion and allowing us collectively to arrive at decisions that we can, at minimum, accept and that may serve the national interest.",Powerlessness
"Central to the European Union referendum is the issue of democracy and the democratic shortfall. I would like to highlight the European Scrutiny Committee’s report released this morning regarding the absence of a democratic framework within the Council of Ministers. Voters are seeking clarity in the referendum. Approximately 55% of our legislation originates from the European Union, most of which is created by officials and approved by Ministers, yet there is no transparency about how half of the decisions made in private are determined, as noted by this unanimous European Scrutiny Committee report. What is the process for reaching these decisions and what are the implications? Could the Deputy Leader of the House arrange a debate on this topic?",Powerlessness
"Central to the referendum on the European Union is the issue of democracy and the democratic shortfall. I would like to highlight the European Scrutiny Committee’s report published this morning concerning the absence of a democratic framework within the Council of Ministers. The electorate is requesting clear information for the referendum. Approximately 55% of our legislation originates from the European Union, the majority of which is formulated by officials and approved by Ministers, yet there is no transparency regarding how the nearly 50% of decisions made behind closed doors are determined, as noted in this unanimous report from the European Scrutiny Committee. What processes lead to these decisions, and what are their associated costs? Could the Deputy Leader of the House arrange a debate on this subject?",Powerlessness
"Central to the European Union referendum is the issue of democracy and the democratic shortfall. I would like to highlight the report released this morning by the European Scrutiny Committee concerning the absence of a democratic framework within the Council of Ministers. The electorate is demanding clear information ahead of the referendum. Approximately 55% of our legislation originates from the European Union, most of which is developed by officials and subsequently approved by Ministers, yet there is a lack of transparency regarding how the 50% of decisions made in private are determined, as noted in the unanimous findings of the European Scrutiny Committee. How are these decisions formulated, and what are the implications? Can the Deputy Leader of the House arrange a debate on this topic?",Powerlessness
"It is entirely evident that managing our borders, in terms of both the overall number of arrivals and the skills they possess, was a priority expressed by the British public, including my constituents in Newcastle-under-Lyme, during the 2016 EU referendum and the 2019 general election. The Government’s manifesto at that election committed to introducing a new points-based immigration system aimed at attracting top talent globally, which this Bill facilitates. Through two significant votes, the British people have indicated their desire for a system that restores border control to this House—and to them. We are responding to their wishes and implementing what they have requested.",Powerlessness
"It is entirely evident that managing our borders, concerning both the overall number of entrants and the skills they possess, was a key demand of the British public and my constituents in Newcastle-under-Lyme during the 2016 EU referendum and the 2019 general election. The Government outlined in their manifesto at that election their intention to implement a new points-based immigration system designed to attract top talent globally, as facilitated by this Bill. Through two significant votes, the British public has expressed a clear desire for a system that restores border control to this House—and to them. We are responding to their wishes and delivering on their requests.",Powerlessness
"It is evident that managing our borders—both in terms of the overall number of arrivals and the qualifications they possess—was a key demand from the British public, including my constituents in Newcastle-under-Lyme, during the 2016 EU referendum and the 2019 general election. The Government committed in its election manifesto to implement a new points-based immigration system designed to attract top talent globally, which this Bill facilitates. Through two significant votes, the British public has expressed a clear preference for an approach that restores border control to this Parliament, effectively to them. We are responding to their wishes and implementing the measures they have requested.",Powerlessness
"I am pleased to offer a brief contribution to this significant discussion. I will be supporting the motion this evening, as it is evident to me that a general election is the sole solution to the present impasse. This House is currently deadlocked. We are effectively at a standstill. Progress on Brexit is halted; progress on other matters is also stalled. This situation is not beneficial for the nation. It is not advantageous for the businesses across the country, which are frustrated by the ongoing uncertainty and difficulties they face and seek clarity on the path ahead. The existing condition of this House is detrimental to our democratic process.",Powerlessness
"I am pleased to offer a brief contribution to this significant discussion. I will be supporting the motion this evening, as it is evident to me that a general election is the sole solution to the present impasse. This House is currently deadlocked. We are at a standstill. Progress cannot be made on Brexit or on any other matter. This situation is detrimental to the nation. It is also harmful to businesses within our country, which are frustrated by the ongoing uncertainty and difficulties and seek clarity on the path ahead. The existing condition of this House is not beneficial for our democratic process.",Powerlessness
"I am pleased to make a brief intervention in this significant discussion. I intend to support the motion this evening, as it is evident to me that the sole resolution to the present impasse is a general election. This House is deadlocked. Progress is halted. We are unable to advance on Brexit or any other matters. This situation is detrimental to the nation. It is also unfavorable for businesses across the country, which are frustrated by the ongoing uncertainty and difficulties and seek clarity on the path ahead. The existing condition of this House is not beneficial for our democratic process.",Powerlessness
"Individuals who have made successful claims but entered the country unlawfully will be granted a new temporary protection status only if removal is not feasible. This status does not confer an automatic right to remain permanently; recipients will be subject to ongoing reviews regarding removal. The status will provide restricted access to benefits and limited rights for family reunification. Additionally, the revised approach will introduce maximum life sentences for those involved in people smuggling and facilitation; implement new measures to prevent individuals from falsely claiming to be children; and enhance the enforcement capabilities of the Border Force.",Powerlessness
"Temporary protection status will be granted solely to individuals with successful claims who entered the country unlawfully and cannot be removed. This status does not grant an automatic right to remain permanently; recipients will undergo regular reviews to determine if removal is still necessary. The status will provide restricted access to benefits and limited rights for family reunification. Additionally, the enhanced policy includes: the introduction of maximum life sentences for individuals involved in people smuggling and facilitation; implementation of new measures to prevent deceitful claims of childhood; and the reinforcement of enforcement authorities for Border Force.",Powerlessness
"Individuals who have made successful claims but entered unlawfully will be granted a new temporary protection status only if removal is not feasible. This status does not constitute an automatic entitlement to remain permanently; instead, these individuals will undergo periodic evaluations for potential removal. The status will provide restricted access to benefits and limited provisions for family reunification. Additionally, the revised approach will introduce maximum life sentences for those involved in people smuggling and facilitation, implement new measures to prevent fraudulent claims of being minors, and enhance the enforcement capabilities of Border Force.",Powerlessness
"We are aware of the circumstances surrounding the advice related to the Iraq war, and regarding the Government’s proposed amendment, its intent is evident. Even if the Committee of Privileges were to act with excessive haste, the likelihood of it dealing with the matter before 11 December is effectively nonexistent. Therefore, it is clear that we will not receive the clarity, guidance, or direction needed by the Government ahead of that date. It appears to me that this is the reason behind the Government’s insistence on that amendment. This situation reflects a continuing pattern of the Government’s reluctance to grant Members of Parliament access to the legal advice necessary for making informed decisions.",Powerlessness
"The circumstances surrounding the advice given in relation to the Iraq war are well known, and the intention behind the Government’s amendment is equally clear. Even with expedited procedures, the likelihood of the Committee of Privileges considering this matter before 11 December is effectively nonexistent, meaning that the Government will not receive the clarity, guidance, or direction it seeks prior to that date. It appears that this is the reason the Government is advancing this amendment. This reflects, of course, a recurring tendency by the Government to restrict Members of Parliament’s access to the legal advice necessary for making informed decisions.",Powerlessness
"We are aware of the circumstances surrounding the advice given about the Iraq war, and regarding the Government’s amendment, its intent is evident. Even if expedited, the likelihood of the Committee of Privileges considering this matter before 11 December is effectively zero, meaning that clarity, guidance, and direction will not be provided to the Government by that date. It appears that this may be the Government’s motivation in advancing the amendment. This reflects a recurring approach by the Government to restrict Members of Parliament from accessing the legal advice necessary for making informed decisions.",Powerlessness
